CUSIP,Ddate,RR,Year,IndX,csp_CIQ,CompanyName,FirmDefault,IndZ,IndY,Type,Seniority,IndustryNaics,Industry_SIC_short_old,UniqueIdent,DefType,EquityValue,DefaultBarrier2,LTDIssuance2,Intangibility,Receivables1,NetIncomeMargin,TotalAssets,NumberEmployees,AvgDailyVOL,AvgTransVol,TRADES,amihud_ILLIQ,amihud_ILLIQ_trades,price_dispersion,price_dispersion_volumeweighted,OfferingAmount,DaysToMaturity,BondAge,BOND_COUPON
52519FBY6,14.09.08,8.514234249,2008,4020,CSP_52519FBY6,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FBY639705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.036936403,-0.276574752,691063,28556,725972.9999,1250.390919,4.1,0.472284671,44.29751035,0.01181957,0.009672661,60000,7344,1796,6
52519FBZ3,14.09.08,9.874971429,2008,4020,CSP_52519FBZ3,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FBZ339705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.029874386,-0.276574752,691063,28556,614981,445.3420238,0.75,0.069157938,20.18373666,0.005228196,0.004899892,2217,3703,1781,5.5
52519FCA7,14.09.08,11.34196667,2008,4020,CSP_52519FCA7,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCA739705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.029874386,-0.276574752,691063,28556,296720,411.4941667,0.55,0.139769018,22.01122768,0.005703722,0.004928943,6826,5537,1774,5.75
52519FCB5,14.09.08,9.177220421,2008,4020,CSP_52519FCB5,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCB539705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.029874386,-0.276574752,691063,28556,1381136.865,2807.130906,4.4,0.254402393,32.50071584,0.009830545,0.009421392,57687,7370,1767,6
52519FCC3,14.09.08,12.82744643,2008,4020,CSP_52519FCC3,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCC339705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,#DIV/0!,-0.276574752,691063,28556,1126465,647.2507143,0.6,0.062347801,9.656022777,0.010593999,0.008707998,11039,5550,1760,5.75
52519FCD1,14.09.08,14.122,2008,4020,CSP_52519FCD1,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCD139705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,#DIV/0!,-0.276574752,691063,28556,232042.25,339.511,0.25,0.006511213,23.743103,0.001617273,0.001617171,5000,7398,1739,5.75
52519FCE9,14.09.08,10.91369444,2008,4020,CSP_52519FCE9,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCE939705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,#DIV/0!,-0.276574752,691063,28556,450536,507.143,0.75,0.209157083,19.992607,0.004359482,0.004280886,12178,7405,1732,5.75
52519FCF6,14.09.08,7,2008,4020,CSP_52519FCF6,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCF639705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008846658,-0.276574752,691063,28556,420000,70,0.15,0.197505198,0,0.016866431,0.016445344,6337,7440,1697,5.5
52519FCG4,14.09.08,12.482,2008,4020,CSP_52519FCG4,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCG439705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008846658,-0.276574752,691063,28556,948200,231.64,0.35,0.672771843,7.360435334,0.028660248,0.028592719,5000,7447,1690,5.5
52519FCH2,14.09.08,11.87902381,2008,4020,CSP_52519FCH2,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCH239705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008846658,-0.276574752,691063,28556,619091.6667,899.7869643,1.45,0.559746793,21.36015429,0.021748442,0.018337433,13982,7454,1683,5.7
52519FCJ8,14.09.08,8.06,2008,4020,CSP_52519FCJ8,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCJ839705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015991932,-0.276574752,691063,28556,154225,123.025,0.4,0,21.49862559,0,0,11563,7461,1676,5.6
52519FCK5,14.09.08,13.12734444,2008,4020,CSP_52519FCK5,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCK539705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.010750863,-0.276574752,691063,28556,1353972.667,551.9151667,0.5,1.007792755,8.848903197,0.033011955,0.02362996,12817,7468,1669,5.6
52519FCL3,14.09.08,9.128166667,2008,4020,CSP_52519FCL3,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCL339705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015991932,-0.276574752,691063,28556,598942.5,746.17,0.6,0.434327692,82.57119866,0.019797175,0.01863757,11957,7474,1662,5.6
52519FCM1,14.09.08,10.71666667,2008,4020,CSP_52519FCM1,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCM139705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.012913907,-0.276574752,691063,28556,934183.3333,325.06,0.5,0.2650587,5.036774425,0.014268985,0.014259316,8821,7481,1655,5.55
52519FCN9,14.09.08,10.565,2008,4020,CSP_52519FCN9,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCN939705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015991932,-0.276574752,691063,28556,243045,198.545,0.5,0.050285567,24.10244308,0.007559015,0.007031205,11700,7502,1634,5.4
52519FCP4,14.09.08,14.027625,2008,4020,CSP_52519FCP4,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCP439705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,315903.3333,489.4275,0.65,0.081753746,4.831782051,0.00888226,0.008616432,6794,7509,1627,5.45
52519FCQ2,14.09.08,11.96580952,2008,4020,CSP_52519FCQ2,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCQ239705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,851434.5714,1161.343833,0.8,0.086932686,12.84280009,0.004017761,0.003911724,11489,7516,1620,5.7
52519FCR0,14.09.08,10.27235898,2008,4020,CSP_52519FCR0,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCR039705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,1531498.25,2013.653695,5.45,0.15109859,17.68037109,0.011136606,0.010533757,100000,9359,1615,6
52519FCT6,14.09.08,7.999,2008,4020,CSP_52519FCT6,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCT639705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,98182.5,112.115,0.3,0.086275563,114.9909993,0.007442052,0.007387492,9793,7537,1599,5.9
52519FCU3,14.09.08,11.93524603,2008,4020,CSP_52519FCU3,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCU339705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,494793.3333,524.5840476,0.9,0.087917136,57.74294542,0.011233155,0.010165357,12276,7544,1592,6
52519FCV1,14.09.08,10.88978836,2008,4020,CSP_52519FCV1,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCV139705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.012990491,-0.276574752,691063,28556,705225,1207.43869,1.65,0.079795531,25.27041635,0.005312591,0.004664139,23537,7558,1578,6.2
52519FCW9,14.09.08,12.508,2008,4020,CSP_52519FCW9,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCW939705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015130674,-0.276574752,691063,28556,487475,507.6875,0.55,0.138887102,12.25535475,0.003884341,0.003815405,2082,7593,1543,6.05
52519FCX7,14.09.08,10.39310101,2008,4020,CSP_52519FCX7,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCX739705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,496714.7273,879.5891528,1.6,0.238622678,58.83624579,0.010365992,0.009660479,25000,9450,1531,6
52519FCY5,14.09.08,10.27342143,2008,4020,CSP_52519FCY5,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCY539705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,1250837.571,2185.816333,2.5,0.001569253,6.171477753,0.001351033,0.001311666,32852,7614,1522,6
52519FCZ2,14.09.08,15.625,2008,4020,CSP_52519FCZ2,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FCZ239705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015130674,-0.276574752,691063,28556,337916.6667,383.4375,0.2,0,9.078822412,0,0,873,323,1508,4
52519FDA6,14.09.08,11.46407411,2008,4020,CSP_52519FDA6,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDA639705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,257918.6673,165.345167,0.35,0.051941118,36.18534421,0.012884545,0.012377478,909,1053,1508,4.5
52519FDB4,14.09.08,7.6075,2008,4020,CSP_52519FDB4,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDB439705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,110900,76.075,0.15,0,11.54401154,0,0,724,2149,1508,5
52519FDC2,14.09.08,11.44163889,2008,4020,CSP_52519FDC2,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDC239705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,343103.8889,599.0560417,1.1,0.106304468,22.32963342,0.005718814,0.005482952,12903,7649,1487,5.75
52519FDD0,14.09.08,10.92773333,2008,4020,CSP_52519FDD0,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDD039705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,527632,1112.235417,1.15,0.094512204,9.404207297,0.007363799,0.005401858,13069,7663,1473,5.7
52519FDE8,14.09.08,9.950867519,2008,4020,CSP_52519FDE8,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDE839705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,665057.3844,1034.52325,2.15,0.039617098,36.15929088,0.012578742,0.009437919,11995,7670,1466,5.75
52519FDG3,14.09.08,11.552875,2008,4020,CSP_52519FDG3,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDG339705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,248207.25,444.752,0.9,0.033630952,101.475641,0.002005504,0.001769876,16587,7698,1438,5.75
52519FDH1,14.09.08,7.349761905,2008,4020,CSP_52519FDH1,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDH139705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015130674,-0.276574752,691063,28556,844618.6667,340.0611429,0.7,0,11.41408381,0,0,19227,7740,1396,5.65
52519FDJ7,14.09.08,11.04611567,2008,4020,CSP_52519FDJ7,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDJ739705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,844671.4314,632.1827699,1.7,0.006650118,9.54206702,0.006647845,0.005055963,23878,7761,1375,5.7
52519FDK4,14.09.08,10.29275893,2008,4020,CSP_52519FDK4,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDK439705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,485290.75,713.913,1.2,0.182176921,40.55554844,0.012715707,0.010467007,20000,9604,1369,5.55
52519FDL2,14.09.08,10.7730625,2008,4020,CSP_52519FDL2,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDL239705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015130674,-0.276574752,691063,28556,136661.25,97.995,0.4,0.013197376,101.5395555,0.002331076,0.002330772,10000,9604,1363,5.65
52519FDM0,14.09.08,14.10216667,2008,4020,CSP_52519FDM0,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDM039705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,398462.4,353.8876667,0.65,0.500276928,30.86662187,0.006035965,0.005734997,13343,7803,1333,5.55
52519FDN8,14.09.08,11.32680952,2008,4020,CSP_52519FDN8,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDN839705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,591541.4286,752.32,0.85,0.02234394,25.22979967,0.004607485,0.004328785,7209,4171,1312,5.1
52519FDP3,14.09.08,11.50168056,2008,4020,CSP_52519FDP3,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDP339705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015130674,-0.276574752,691063,28556,935995,894.2555556,1.15,0.202820207,16.97269441,0.005484429,0.001769183,25174,7831,1305,5.45
52519FDQ1,14.09.08,16.24222222,2008,4020,CSP_52519FDQ1,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDQ139705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,307060,190.28,0.35,0.078905548,30.77032107,0.007785894,0.00753139,15000,7834,1300,5.6
52519FDR9,14.09.08,17.20433333,2008,4020,CSP_52519FDR9,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDR939705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,1078766.667,1140.325,0.25,0.380929475,4.956967436,0.007981867,0.00668283,2592,4193,1291,5.25
52519FDS7,14.09.08,8.3073334,2008,4020,CSP_52519FDS7,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDS739705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015130674,-0.276574752,691063,28556,90440.0004,161.3500005,0.35,0.013280263,158.8764181,0.001035113,0.000895871,15000,7852,1280,5.625
52519FDT5,14.09.08,10.26773333,2008,4020,CSP_52519FDT5,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDT539705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,237932,245.53,0.4,0.001208779,102.526467,0.003606908,0.000642687,6903,6026,1284,5.45
52519FDU2,14.09.08,11.68533333,2008,4020,CSP_52519FDU2,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDU239705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,472780,381.5933333,0.2,0.036834328,8.571107267,0.005070905,0.005070116,7920,7866,1270,5.75
52519FDV0,14.09.08,12.17675,2008,4020,CSP_52519FDV0,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDV039705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015130674,-0.276574752,691063,28556,186035,121.7675,0.15,0.011835294,5.903574597,0.002916561,0.00215699,6372,7901,1235,5.6
52519FDW8,14.09.08,15.65916667,2008,4020,CSP_52519FDW8,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDW839705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,1350950,1150.758333,0.65,0.052028192,14.70706441,0.009478622,0.008739045,11106,7943,1193,5.35
52519FDX6,14.09.08,15.02293333,2008,4020,CSP_52519FDX6,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDX639705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,427510,510.4208333,0.6,0.183202079,24.85780483,0.017774306,0.011587561,11028,7950,1186,5.4
52519FDY4,14.09.08,12.91621429,2008,4020,CSP_52519FDY4,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDY439705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015130674,-0.276574752,691063,28556,392055,639.2770833,0.75,0.073545525,14.99455834,0.007269109,0.005321578,14451,7978,1158,5.45
52519FDZ1,14.09.08,12.5,2008,4020,CSP_52519FDZ1,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FDZ139705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.008937015,-0.276574752,691063,28556,225000,187.5,0.15,0.042291829,50,0.011838518,0.005973869,7231,7992,1144,5.5
52519FEA5,14.09.08,11.00304762,2008,4020,CSP_52519FEA5,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FEA539705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.01088738,-0.276574752,691063,28556,298817.1429,764.135,0.6,0.047691725,33.27916874,0.005161517,0.005101957,11101,8006,1130,5.65
52519FEB3,14.09.08,10.09722222,2008,4020,CSP_52519FEB3,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FEB339705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.015130674,-0.276574752,691063,28556,329166.6667,222.9166667,0.25,0.0037211,34.18995919,0.000771336,0.000767687,10967,8041,1095,5.45
52519FEC1,14.09.08,14.01308333,2008,4020,CSP_52519FEC1,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FEC139705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.280821943,-0.276574752,691063,28556,378097.6667,682.259,0.55,0.981915687,37.96314624,0.009731322,0.007260954,11474,8048,1088,5.55
52519FED9,14.09.08,10.17772917,2008,4020,CSP_52519FED9,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FED939705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.128230291,-0.276574752,691063,28556,458276.125,799.228875,1.05,0.262933436,14.16416074,0.011915535,0.011235402,18761,8076,1060,5.8
52519FEE7,14.09.08,15.36470833,2008,4020,CSP_52519FEE7,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FEE739705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.049323943,-0.276574752,691063,28556,221814.5,271.2936667,0.35,0.039299504,20.74024107,0.005491239,0.005119602,3589,8090,1046,5.85
52519FEF4,14.09.08,15.24166667,2008,4020,CSP_52519FEF4,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FEF439705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.049323943,-0.276574752,691063,28556,489333.3333,378.5,0.35,0.154293701,6.733045831,0.01002727,0.009059393,7130,8132,1004,5.95
52519FEG2,14.09.08,12.04581481,2008,4020,CSP_52519FEG2,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FEG239705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.049323943,-0.276574752,691063,28556,407077.5556,767.3195833,1.05,0.275393543,24.66416041,0.010489408,0.009717987,6422,8181,955,5.9
52519FEH0,14.09.08,8.945833764,2008,4020,CSP_52519FEH0,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FEH039705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.052154326,-0.276574752,691063,28556,597904.1817,1088.93045,1.95,0.746694962,36.92460089,0.016484644,0.012016126,10000,10021,949,6
52519FEJ6,14.09.08,10.74804556,2008,4020,CSP_52519FEJ6,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FEJ639705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.049323943,-0.276574752,691063,28556,972200.2857,1643.562622,2.45,0.232800362,12.18423805,0.013398759,0.009564778,35000,10024,943,6
52519FEK3,14.09.08,18,2008,4020,CSP_52519FEK3,"Lehman Brothers Holdings, Inc.","39705Lehman Brothers Holdings, Inc.",40203020,Financials,Retail Note,Senior Unsecured,Securities and Commodity Contracts Intermediation and Brokerage (5231), FIN,52519FEK339705,C11Reorg,2514.85,0.548854446,0.279335311,0.004864969,0.049323943,-0.276574752,691063,28556,180000,45,0.1,0.010657711,0,0.002504933,0.002504909,748,8223,913,6
